,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
78183,A71337,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.29 (5 July-12 July 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78184,A71338,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.30 (16 July-23 July 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78185,A71338,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.30 (16 July-23 July 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78186,A71339,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.31 (23 July-30 July 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78187,A71339,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.31 (23 July-30 July 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78188,A71340,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.32 (30 July-6 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78189,A71340,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.32 (30 July-6 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78190,A71341,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.33 (6 Aug-13 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78191,A71341,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.33 (6 Aug-13 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78192,A71342,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.34 (13 Aug-20 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78193,A71342,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.34 (13 Aug-20 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78194,A71343,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.35 (20 Aug-27 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78195,A71343,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.35 (20 Aug-27 Aug 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78196,A71344,ed.,editor,"Dury, Giles,",,estc_ep,"The Parliamentary intelligencer [no.36 (27 Aug-3 Sept 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78197,A71344,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,"The Parliamentary intelligencer [no.36 (27 Aug-3 Sept 1660)] comprising the sum of forraign intelligence with the affairs now in agitation in England, Scotland, and Ireland : for information of the people.","Muddiman, Henry, 1628 or 1629-1692, editor.",[1659-1660],,,"Printed by John Macock ..., London : [1659-1660]",
78198,A71345,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.24 (7 June-14 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78199,A71345,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.24 (7 June-14 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78200,A71346,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.25 (14 June-21 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78201,A71346,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.25 (14 June-21 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78202,A71347,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.26 (21 June-28 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78203,A71347,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.26 (21 June-28 June 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78204,A71348,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.27 (28 June-5 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78205,A71348,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.27 (28 June-5 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78206,A71349,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.28 (5 July-12 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78207,A71349,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.28 (5 July-12 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78208,A71350,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.29 (12 July-19 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78209,A71350,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.29 (12 July-19 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78210,A71351,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.30 (19 July-26 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78211,A71351,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.30 (19 July-26 July 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78212,A71352,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.31 (26 July-2 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78213,A71352,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.31 (26 July-2 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78214,A71353,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.32 (2 Aug-9 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78215,A71353,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.32 (2 Aug-9 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78216,A71354,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.34 (16 Aug-23 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78217,A71354,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.34 (16 Aug-23 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78218,A71355,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.35 (23 Aug-30 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78219,A71355,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.35 (23 Aug-30 Aug 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78220,A71356,ed.,editor,"Dury, Giles,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.36 (30 Aug-6 Sept 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78221,A71356,ed.,editor,"Muddiman, Henry, 1628 or 1629-1692,",,estc_ep,Mercurius publicus: comprising the sum of forraign intelligence ...[no.36 (30 Aug-6 Sept 1660)],"Muddiman, Henry, fl.1659-1666, editor.",,,,"Printed by Tho. Newcomb, London :",
78222,A73846,ed.,editor,"Remigius, of Auxerre, approximately 841-08,",,estc_ep,Incipit Donatus minor c[um] Remigio ad vsum pusillo[rum] anglicana[rum] scholariu[m].,"Donatus, Aelius.",[1508-1509],,the Fletestrete) in signo solis,"per wynandu[m] de worde, co[m]morantem (in the Fletestrete) in signo solis, Impressus Londonus : [1508-1509]",
78223,A73846,printer.,printer,"Worde, Wynkyn de, -1534?,",,estc_ep,Incipit Donatus minor c[um] Remigio ad vsum pusillo[rum] anglicana[rum] scholariu[m].,"Donatus, Aelius.",[1508-1509],,the Fletestrete) in signo solis,"per wynandu[m] de worde, co[m]morantem (in the Fletestrete) in signo solis, Impressus Londonus : [1508-1509]",
78224,A79322,engraver.,engraver,"Danckerts, Cornelis, approximately 1603-1656,",,estc_ep,Popish plots and treasons from the beginning of the reign of Queen Elizabeth. / Illustrated with emblems and explain'd in verse. ; first are describ'd the cursed plots they laid. And on the side their wretched ends display'd.,G. C.,[between 1676-1697],,"his shop, at the Exchange-Staires in Cornhill","Sold by John Garret at his shop, at the Exchange-Staires in Cornhill ..., [London] : [between 1676-1697]",
78225,B18427,publisher.,publisher,"Twyford, Henry,",,estc_ep,"Occvrrences from Ireland ... being a copy of a letter from Dublin / by an officer of the regiment commanded by Colonell Munke ; relating all the severall passages of the English forces in those parts against the rebels ; also relieving of divers castles and the bringing in of the heads of the Lord Cunboynes brother, Colonell Berne and Colonell Butler  ; with divers other matters of note.",R. C.,,,,"Printed for Henry Twyford, London :",
78226,A01752,printer,printer,S. Mierdman,,tcp_ep,"An ansvver to the deuillish detection of Stephane Gardiner, Bishoppe of Wynchester published to the intent that such as be desirous of the truth should not be seduced by hys errours, nor the blind [et] obstinate excused by ignorance Compiled by. A.G.","Gilby, Anthony, ca. 1510-1585.",Anno. 1547 [i.e. 1548?] the. 24. of Ianuary.,,,"Printed by S. Mierdman for John Day], [London? : Anno. 1547 [i.e. 1548?] the. 24. of Ianuary.",
78227,A01752,publisher,publisher,John Day],,tcp_ep,"An ansvver to the deuillish detection of Stephane Gardiner, Bishoppe of Wynchester published to the intent that such as be desirous of the truth should not be seduced by hys errours, nor the blind [et] obstinate excused by ignorance Compiled by. A.G.","Gilby, Anthony, ca. 1510-1585.",Anno. 1547 [i.e. 1548?] the. 24. of Ianuary.,,,"Printed by S. Mierdman for John Day], [London? : Anno. 1547 [i.e. 1548?] the. 24. of Ianuary.",
